# started on Mon Jul  7 16:25:37 2025

     0.050130950,349087,,L1-icache-load-misses,2245711979,100.00,,
     0.050130950,62795,,LLC-load-misses,2245575016,100.00,,
     0.050130950,211159,,dTLB-load-misses,2245432507,100.00,,
     0.050130950,123880,,iTLB-load-misses,2245253345,100.00,,
     0.109250420,276773,,L1-icache-load-misses,2497336669,100.00,,
     0.109250420,158486,,LLC-load-misses,2497336765,100.00,,
     0.109250420,123137,,dTLB-load-misses,2497336426,100.00,,
     0.109250420,49982,,iTLB-load-misses,2497337429,100.00,,
     0.169386078,255302,,L1-icache-load-misses,2365998315,100.00,,
     0.169386078,290140,,LLC-load-misses,2365999148,100.00,,
     0.169386078,113790,,dTLB-load-misses,2366007654,100.00,,
     0.169386078,40611,,iTLB-load-misses,2366009804,100.00,,
     0.230230846,305908,,L1-icache-load-misses,2363051424,100.00,,
     0.230230846,263568,,LLC-load-misses,2363057168,100.00,,
     0.230230846,118414,,dTLB-load-misses,2363056595,100.00,,
     0.230230846,47639,,iTLB-load-misses,2363060449,100.00,,
     0.290385066,232800,,L1-icache-load-misses,2321306423,100.00,,
     0.290385066,224259,,LLC-load-misses,2321307116,100.00,,
     0.290385066,114118,,dTLB-load-misses,2321307808,100.00,,
     0.290385066,48630,,iTLB-load-misses,2321308842,100.00,,
     0.346686397,259921,,L1-icache-load-misses,2250029663,100.00,,
     0.346686397,218398,,LLC-load-misses,2250033529,100.00,,
     0.346686397,103260,,dTLB-load-misses,2250033778,100.00,,
     0.346686397,42269,,iTLB-load-misses,2250031824,100.00,,
     0.402904205,212146,,L1-icache-load-misses,2230936674,100.00,,
     0.402904205,214573,,LLC-load-misses,2230928404,100.00,,
     0.402904205,95836,,dTLB-load-misses,2230924704,100.00,,
     0.402904205,37199,,iTLB-load-misses,2230924191,100.00,,
     0.458330019,269076,,L1-icache-load-misses,2249370626,100.00,,
     0.458330019,223299,,LLC-load-misses,2249373422,100.00,,
     0.458330019,102185,,dTLB-load-misses,2249375272,100.00,,
     0.458330019,39429,,iTLB-load-misses,2249378420,100.00,,
     0.515172536,304588,,L1-icache-load-misses,2251877210,100.00,,
     0.515172536,219986,,LLC-load-misses,2251876483,100.00,,
     0.515172536,111241,,dTLB-load-misses,2251876190,100.00,,
     0.515172536,45451,,iTLB-load-misses,2251874388,100.00,,
     0.570990919,561803,,L1-icache-load-misses,5665219650,100.00,,
     0.570990919,467928,,LLC-load-misses,5665216846,100.00,,
     0.570990919,153521,,dTLB-load-misses,5665210458,100.00,,
     0.570990919,44123,,iTLB-load-misses,5665203247,100.00,,
     0.734255599,378080,,L1-icache-load-misses,3144924222,100.00,,
     0.734255599,390526,,LLC-load-misses,3144929810,100.00,,
     0.734255599,111662,,dTLB-load-misses,3144938377,100.00,,
     0.734255599,37197,,iTLB-load-misses,3144948126,100.00,,
     0.792229564,240551,,L1-icache-load-misses,2253866284,100.00,,
     0.792229564,220275,,LLC-load-misses,2253863143,100.00,,
     0.792229564,108969,,dTLB-load-misses,2253860960,100.00,,
     0.792229564,41068,,iTLB-load-misses,2253860313,100.00,,
     0.847210184,234303,,L1-icache-load-misses,2197605002,100.00,,
     0.847210184,221196,,LLC-load-misses,2197604968,100.00,,
     0.847210184,96227,,dTLB-load-misses,2197605730,100.00,,
     0.847210184,34787,,iTLB-load-misses,2197606560,100.00,,
     0.902142820,274605,,L1-icache-load-misses,2194379364,100.00,,
     0.902142820,220244,,LLC-load-misses,2194378678,100.00,,
     0.902142820,103861,,dTLB-load-misses,2194378333,100.00,,
     0.902142820,40695,,iTLB-load-misses,2194376671,100.00,,
     0.957005991,258081,,L1-icache-load-misses,2160914727,100.00,,
     0.957005991,219774,,LLC-load-misses,2160909377,100.00,,
     0.957005991,98548,,dTLB-load-misses,2160903680,100.00,,
     0.957005991,38039,,iTLB-load-misses,2160898549,100.00,,
     1.010266775,287644,,L1-icache-load-misses,2279168667,100.00,,
     1.010266775,246247,,LLC-load-misses,2279168564,100.00,,
     1.010266775,130258,,dTLB-load-misses,2279199123,100.00,,
     1.010266775,49011,,iTLB-load-misses,2279198835,100.00,,
     1.070264581,252949,,L1-icache-load-misses,2394863641,100.00,,
     1.070264581,252811,,LLC-load-misses,2394870380,100.00,,
     1.070264581,161817,,dTLB-load-misses,2394844831,100.00,,
     1.070264581,59798,,iTLB-load-misses,2394847414,100.00,,
     1.130120189,276835,,L1-icache-load-misses,2279118121,100.00,,
     1.130120189,221319,,LLC-load-misses,2279118549,100.00,,
     1.130120189,119908,,dTLB-load-misses,2279118916,100.00,,
     1.130120189,50768,,iTLB-load-misses,2279122082,100.00,,
     1.184709064,219011,,L1-icache-load-misses,2161644548,100.00,,
     1.184709064,215831,,LLC-load-misses,2161638105,100.00,,
     1.184709064,93693,,dTLB-load-misses,2161656439,100.00,,
     1.184709064,35567,,iTLB-load-misses,2161652288,100.00,,
     1.238287040,245693,,L1-icache-load-misses,2186672992,100.00,,
     1.238287040,225306,,LLC-load-misses,2186681733,100.00,,
     1.238287040,95849,,dTLB-load-misses,2186666637,100.00,,
     1.238287040,34186,,iTLB-load-misses,2186671261,100.00,,
     1.293842170,286698,,L1-icache-load-misses,2201375155,100.00,,
     1.293842170,226064,,LLC-load-misses,2201371765,100.00,,
     1.293842170,104504,,dTLB-load-misses,2201369003,100.00,,
     1.293842170,42249,,iTLB-load-misses,2201367525,100.00,,
     1.348492166,236513,,L1-icache-load-misses,2186011874,100.00,,
     1.348492166,223709,,LLC-load-misses,2186017952,100.00,,
     1.348492166,97817,,dTLB-load-misses,2186016551,100.00,,
     1.348492166,36281,,iTLB-load-misses,2186018093,100.00,,
     1.403148270,252103,,L1-icache-load-misses,2184342274,100.00,,
