solo_time,time,duration_time,task-clock,context-switches,cpu-cycles,instructions,page-faults,branch-misses,L1-dcache-load-misses,LLC-load-misses,L1-icache-load-misses,dTLB-load-misses,iTLB-load-misses,benchmark,socket,core_list
0.908,0.050123938,50123938.0,2162.62,424.0,152821395.0,161042450.0,2604.0,1596958.0,3166660.0,36911.0,1504189.0,138862.0,66276.0,minTally,0,"0,2,4,6,8,10,12,14,16,18"
0.908,0.105706283,55582345.0,2320.4,274.0,190448843.0,228772567.0,1745.0,1753594.0,3908960.0,37388.0,1939148.0,172638.0,76674.0,minTally,0,"0,2,4,6,8,10,12,14,16,18"
0.908,0.165617591,59911308.0,2397.64,262.0,192185091.0,231981949.0,1623.0,1861228.0,4416055.0,44329.0,2274204.0,204194.0,96845.0,minTally,0,"0,2,4,6,8,10,12,14,16,18"
0.908,0.20517653,39558939.0,1426.97,240.0,101914956.0,84169902.0,292.0,713667.0,2810120.0,119757.0,619899.0,192265.0,29899.0,minTally,0,"0,2,4,6,8,10,12,14,16,18"
